experiment_id,anomaly_type_cls,anomaly_location_cls,t_cls_accuracy,t_cls_f1_score_micro,t_cls_f1_score_macro,l_cls_accuracy,l_cls_f1_score_micro,l_cls_f1_score_macro,fr_bleu_score,fr_meteor_score,fr_bert_score_F1,fr_bert_score_P,fr_bert_score_R,fr_rouge_score_F1,fr_rouge_score_P,fr_rouge_score_R
pkt_delay_low-a1_downstream-itr_3,Network Packet Loss,F1-u interface,0.0,0.0,0.0,0.0,0.0,0.0,0.2039749309820196,0.3962410059822768,0.3859717845916748,0.4368061125278473,0.334134042263031,0.33628320693969727,0.341317355632782,0.33139535784721375
pkt_loss_medium-f1-u_dl-itr_4,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.18109645108497938,0.46427519412410545,0.5421195030212402,0.539352297782898,0.5433984398841858,0.34984520077705383,0.3165266215801239,0.39100345969200134
pkt_delay_high-e2_upstream-itr_5,Network Packet Loss,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.19855370404799538,0.38032292648014204,0.5487518906593323,0.5402196645736694,0.5558375120162964,0.35504886507987976,0.3493589758872986,0.36092716455459595
pkt_loss_high-f1-u_dl-itr_3,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.17538342093593315,0.38549538452420745,0.5142987966537476,0.5069474577903748,0.5200844407081604,0.35864293575286865,0.33636364340782166,0.3840830326080322
pkt_loss_medium-e2_upstream-itr_1,Network Packet Loss,F1-u interface,1.0,1.0,1.0,0.0,0.0,0.0,0.13612243959001458,0.4209311996007656,0.39978957176208496,0.4097726047039032,0.38789838552474976,0.305799663066864,0.2597014904022217,0.3717948794364929
pkt_loss_medium-e2_upstream-itr_4,Network Latency,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.030926375532266445,0.20902314678226092,-0.024641523137688637,0.03532785177230835,-0.08643007278442383,0.15526801347732544,0.13680781424045563,0.1794871836900711
pkt_loss_100-e2_upstream-itr_5,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.15387862186467008,0.3801399806457232,0.37620577216148376,0.34300318360328674,0.40776991844177246,0.2976406514644623,0.25867506861686707,0.3504273593425751
pkt_loss_medium-f1-u_dl-itr_5,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.044757278739539844,0.20852800604140923,-0.050473909825086594,-0.040786199271678925,-0.06352642178535461,0.1435406655073166,0.1331360936164856,0.15570934116840363
pkt_delay_low-a1_downstream-itr_4,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.223628568337838,0.35461691980543886,0.3550584316253662,0.4070756137371063,0.3019911050796509,0.34094369411468506,0.35782748460769653,0.3255814015865326
pkt_loss_low-a1_downstream-itr_3,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.25493014699345434,0.4722165803628565,0.537759006023407,0.5402557253837585,0.5337622761726379,0.4380403161048889,0.4444444477558136,0.4318181872367859
pkt_loss_100-a1_downstream-itr_3,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.24579622905849036,0.4305143198509155,0.4708552956581116,0.4605380594730377,0.4794825613498688,0.4030769169330597,0.43959730863571167,0.37215909361839294
pkt_loss_100-a1_downstream-itr_5,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.1737806902626318,0.3993018056566414,0.3933567404747009,0.3777441680431366,0.4070744812488556,0.3244929611682892,0.3598615825176239,0.2954545319080353
pkt_loss_low-e2_upstream-itr_5,Network Latency,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.23701495513211593,0.48352011222963903,0.4603886604309082,0.45662277936935425,0.46240052580833435,0.3870967924594879,0.34812286496162415,0.43589743971824646
pkt_loss_medium-f1-c_dl-itr_3,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.222388908538482,0.3574137608889724,0.33551305532455444,0.3592979311943054,0.30979958176612854,0.3577817678451538,0.4048582911491394,0.3205128312110901
pkt_loss_high-a1_downstream-itr_4,Network Latency,F1-c interface,0.0,0.0,0.0,0.0,0.0,0.0,0.006112687321170769,0.1562922250013073,-0.1860376000404358,-0.19226577877998352,-0.18366217613220215,0.09470123797655106,0.07850467413663864,0.11931817978620529
pkt_loss_100-e2_upstream-itr_4,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.11671873491992686,0.4225734788444879,0.4097229838371277,0.39757001399993896,0.42000168561935425,0.3109656274318695,0.2519893944263458,0.4059829115867615
pkt_loss_medium-a1_downstream-itr_4,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.1770964961105864,0.35911430050168586,0.37766680121421814,0.3810393214225769,0.37227579951286316,0.34448161721229553,0.4186991751194,0.2926136255264282
pkt_delay_medium-f1-c_dl-itr_1,Network Latency,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.061065207081812296,0.3020584640421433,0.23930396139621735,0.18558451533317566,0.29162946343421936,0.178217813372612,0.13584905862808228,0.2589927911758423
pkt_delay_low-a1_downstream-itr_2,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.19647021064170472,0.3238519841397249,0.4074991047382355,0.4540694057941437,0.35983601212501526,0.27833572030067444,0.2747875452041626,0.28197672963142395
pkt_delay_medium-f1-c_dl-itr_3,Network Latency,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.07423446799211994,0.37584592567054687,0.17971564829349518,0.1116817444562912,0.24685963988304138,0.19700214266777039,0.14024390280246735,0.3309352397918701
pkt_loss_100-f1-u_dl-itr_2,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.14964343145074008,0.3628319148024756,0.3940238654613495,0.4036463797092438,0.38247260451316833,0.3126935064792633,0.2829131782054901,0.3494809567928314
pkt_loss_medium-a1_downstream-itr_5,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.18790204907484417,0.35486149213321216,0.36834579706192017,0.36632266640663147,0.36831337213516235,0.3380281925201416,0.3763066232204437,0.3068181872367859
pkt_loss_100-f1-c_dl-itr_5,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.23443741611965055,0.4729241866760696,0.436579167842865,0.43094730377197266,0.44038471579551697,0.3940298557281494,0.3687150776386261,0.42307692766189575
pkt_delay_high-e2_upstream-itr_2,Network Latency,F1-c interface,1.0,1.0,1.0,0.0,0.0,0.0,0.1586988470127661,0.3683027807695957,0.40753689408302307,0.38498470187187195,0.4283347427845001,0.31515151262283325,0.29050278663635254,0.34437087178230286
pkt_loss_high-f1-u_dl-itr_1,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999792854036,1.0,1.0,1.0,1.0,1.0,1.0
pkt_loss_high-f1-c_dl-itr_3,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.28759382255783494,0.5336818086259957,0.5854185819625854,0.5748602151870728,0.5946623086929321,0.44478529691696167,0.4264705777168274,0.46474358439445496
pkt_delay_medium-a1_downstream-itr_2,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.23318171132094198,0.42696861382264395,0.4232674539089203,0.44449588656425476,0.4003455936908722,0.40369799733161926,0.4295082092285156,0.38081395626068115
pkt_delay_medium-f1-c_dl-itr_4,Network Latency,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.06834947144666383,0.36748913042656317,0.14898844063282013,0.08229298889636993,0.21463075280189514,0.19480518996715546,0.13931888341903687,0.32374101877212524
pkt_loss_high-f1-u_dl-itr_2,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.03609011380834942,0.19580215511837407,-0.03817468881607056,-0.0008182214805856347,-0.07829228788614273,0.14109347760677338,0.14388489723205566,0.13840830326080322
pkt_delay_high-f1-u_dl-itr_1,Network Latency,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.9647147701742171,0.9809797456919798,0.9638838768005371,0.9631574153900146,0.9644931554794312,0.9849246144294739,0.9898989796638489,0.9800000190734863
pkt_delay_low-f1-c_dl-itr_4,Network Latency,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.05532838325146694,0.26333284881296487,0.1428123414516449,0.1153218224644661,0.16778208315372467,0.15064935386180878,0.11788617819547653,0.20863309502601624
pkt_loss_high-a1_downstream-itr_2,Network Latency,A1 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.19278092815472347,0.41360981050811,0.44857609272003174,0.4430030882358551,0.45236217975616455,0.34312209486961365,0.37627118825912476,0.31534090638160706
pkt_delay_medium-a1_downstream-itr_5,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.23478911083067158,0.4253078911346368,0.4015161991119385,0.4341261088848114,0.36737918853759766,0.37730059027671814,0.399350643157959,0.35755813121795654
pkt_loss_medium-f1-u_dl-itr_3,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.18109645108497938,0.46427519412410545,0.5421195030212402,0.539352297782898,0.5433984398841858,0.34984520077705383,0.3165266215801239,0.39100345969200134
pkt_delay_high-f1-u_dl-itr_5,Network Packet Loss,F1-u interface,0.0,0.0,0.0,1.0,1.0,1.0,0.3381046289441134,0.539515778917311,0.6203699707984924,0.6337590217590332,0.605816662311554,0.46781787276268005,0.4421364963054657,0.49666666984558105
pkt_loss_medium-f1-c_dl-itr_5,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.21266130311396886,0.37655389927713306,0.418121874332428,0.3951748013496399,0.43935537338256836,0.38397327065467834,0.40069687366485596,0.36858972907066345
pkt_loss_medium-e2_upstream-itr_5,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2047314181460347,0.4613947966585108,0.38800421357154846,0.3829028904438019,0.3911201059818268,0.3899613916873932,0.35563379526138306,0.4316239356994629
pkt_loss_100-a1_downstream-itr_4,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.21035559823188546,0.42537386031561103,0.471859335899353,0.4651622772216797,0.47684943675994873,0.4123077094554901,0.449664443731308,0.3806818127632141
pkt_loss_low-f1-c_dl-itr_5,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.21418962441933906,0.41880758213835695,0.39503389596939087,0.3995492458343506,0.3885612487792969,0.36741212010383606,0.36624205112457275,0.36858972907066345
pkt_delay_low-f1-c_dl-itr_5,Network Packet Loss,F1-c interface,0.0,0.0,0.0,1.0,1.0,1.0,0.05956045634628352,0.3433648591422367,0.15112647414207458,0.09450015425682068,0.2062121033668518,0.18259023129940033,0.1295180767774582,0.3093525171279907
pkt_loss_medium-f1-u_dl-itr_2,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.04435186916085314,0.20149651970219615,0.020094210281968117,0.010475569404661655,0.02654949016869068,0.13770490884780884,0.13084112107753754,0.14532871544361115
pkt_delay_medium-f1-u_dl-itr_2,Network Latency,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.042491480978148234,0.249174395750332,0.010933187790215015,0.07651378959417343,-0.05608264356851578,0.15359477698802948,0.15064102411270142,0.15666666626930237
pkt_loss_low-f1-c_dl-itr_1,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2633080351690933,0.5142227023134396,0.46816563606262207,0.430423766374588,0.5046840310096741,0.41017964482307434,0.3848314583301544,0.43910256028175354
pkt_delay_medium-e2_upstream-itr_4,Network Latency,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.15157378986415432,0.31893148277569916,0.4067504107952118,0.4057023525238037,0.4058675765991211,0.2886247932910919,0.296167254447937,0.28145694732666016
pkt_loss_low-e2_upstream-itr_2,Network Latency,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.20036144024760327,0.4768815354050273,0.3578191101551056,0.3539577126502991,0.35959264636039734,0.37386569380760193,0.3249211311340332,0.44017094373703003
pkt_loss_medium-a1_downstream-itr_3,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.21411055846875376,0.4130687884434706,0.5316973328590393,0.5240229368209839,0.5378644466400146,0.3661538064479828,0.3993288576602936,0.3380681872367859
pkt_delay_low-e2_upstream-itr_3,Network Latency,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.1515156106637406,0.35775205367591206,0.36205989122390747,0.3554523289203644,0.3666020631790161,0.3056478500366211,0.30666667222976685,0.30463576316833496
pkt_delay_low-f1-c_dl-itr_2,Network Packet Loss,F1-u interface,0.0,0.0,0.0,0.0,0.0,0.0,0.004591951978847121,0.13780918727915192,0.1063840389251709,0.1510034203529358,0.05968674272298813,0.09240923821926117,0.08536585420370102,0.10071942210197449
pkt_loss_high-a1_downstream-itr_3,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.23026511400350036,0.45490523152061607,0.5386313199996948,0.5335433483123779,0.5422240495681763,0.38199180364608765,0.36745408177375793,0.39772728085517883
pkt_loss_100-e2_upstream-itr_2,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.13727712352625346,0.47517283678666966,0.4166583716869354,0.4053705334663391,0.4260871708393097,0.3097642958164215,0.25555557012557983,0.39316239953041077
pkt_delay_low-f1-u_dl-itr_1,Network Latency,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.025491034378364585,0.2509115991752298,-0.031508758664131165,-0.008701518177986145,-0.05742785707116127,0.1517857164144516,0.13709677755832672,0.17000000178813934
pkt_loss_high-f1-c_dl-itr_5,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.33401820157556034,0.546299818696303,0.5117331147193909,0.503950834274292,0.5179430246353149,0.4720892906188965,0.46984127163887024,0.4743589758872986
pkt_loss_100-f1-c_dl-itr_3,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.24246131714922134,0.4030402726624,0.47024470567703247,0.44398579001426697,0.49501851201057434,0.3840000033378601,0.3833865821361542,0.38461539149284363
pkt_delay_low-e2_upstream-itr_4,Network Latency,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.15936308750111522,0.3637685191555094,0.3155728280544281,0.29050400853157043,0.33863237500190735,0.30924370884895325,0.3139931857585907,0.30463576316833496
pkt_delay_high-e2_upstream-itr_1,Network Latency,F1-c interface,1.0,1.0,1.0,0.0,0.0,0.0,0.8574691373513601,0.9635611186595748,0.8986231088638306,0.8973604440689087,0.8995557427406311,0.9274448156356812,0.8855421543121338,0.9735099077224731
pkt_loss_medium-f1-c_dl-itr_4,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.23651222915997383,0.40294579460690305,0.45220622420310974,0.4663986265659332,0.4363158047199249,0.3897435963153839,0.4175824224948883,0.36538460850715637
pkt_delay_low-f1-u_dl-itr_5,Network Latency,F1-c interface,1.0,1.0,1.0,0.0,0.0,0.0,0.0003384491605739285,0.05730166338174384,-0.1541852205991745,0.2059551477432251,-0.470417320728302,0.07365439087152481,0.24528302252292633,0.04333333298563957
pkt_loss_low-a1_downstream-itr_5,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.30517049935280777,0.5108693107127685,0.5800409913063049,0.5815541744232178,0.577163577079773,0.4764542877674103,0.4648648500442505,0.4886363744735718
pkt_loss_medium-e2_upstream-itr_2,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.20454810555872055,0.4581037649219467,0.3857913017272949,0.3631463646888733,0.4066125154495239,0.3613138794898987,0.31528663635253906,0.42307692766189575
pkt_loss_low-e2_upstream-itr_3,Network Latency,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.1696958492522104,0.45511083946093317,0.42029276490211487,0.42481720447540283,0.41389358043670654,0.37023594975471497,0.32176655530929565,0.43589743971824646
pkt_loss_high-e2_upstream-itr_1,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.9405645975936675,0.967460515125459,0.9167159199714661,0.9198949337005615,0.9132702946662903,0.9741379022598267,0.9826086759567261,0.9658119678497314
pkt_loss_medium-e2_upstream-itr_3,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.14136519590090996,0.4615483474961287,0.38367870450019836,0.3813987374305725,0.3839525878429413,0.3571428656578064,0.29661017656326294,0.44871795177459717
pkt_delay_medium-a1_downstream-itr_3,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.22301532960337112,0.3855357390467833,0.3938610553741455,0.4399682581424713,0.3466024696826935,0.34202900528907776,0.3410404622554779,0.34302327036857605
pkt_loss_high-e2_upstream-itr_2,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.24635949618899322,0.550061617075523,0.530875563621521,0.5317502021789551,0.5284758806228638,0.37593987584114075,0.33557048439979553,0.4273504316806793
pkt_delay_high-a1_downstream-itr_5,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2172846553810642,0.35561293922387754,0.4434930384159088,0.46938249468803406,0.4160594344139099,0.3565891683101654,0.38205981254577637,0.3343023359775543
pkt_delay_medium-f1-c_dl-itr_2,Network Latency,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.05871233714476579,0.33867393888539266,0.2072308510541916,0.12819263339042664,0.2861064076423645,0.18867924809455872,0.1331360936164856,0.32374101877212524
pkt_loss_100-e2_upstream-itr_3,Network Latency,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.150570334014873,0.3165387094053142,0.3024563789367676,0.3218083083629608,0.28099510073661804,0.2605210542678833,0.24528302252292633,0.2777777910232544
pkt_loss_100-f1-u_dl-itr_1,Network Latency,F1-u interface,0.0,0.0,0.0,1.0,1.0,1.0,0.014504377281987854,0.2066053877166042,0.0002825295669026673,0.040004413574934006,-0.04200759902596474,0.1423487514257431,0.14652015268802643,0.13840830326080322
pkt_delay_medium-f1-c_dl-itr_5,Network Latency,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.07272527934342482,0.3407860044485138,0.21503891050815582,0.16428706049919128,0.26420098543167114,0.20437955856323242,0.15441176295280457,0.30215826630592346
pkt_loss_100-f1-u_dl-itr_4,Network Latency,F1-u interface,0.0,0.0,0.0,1.0,1.0,1.0,0.032315964037549036,0.1693176515736271,-0.03924088552594185,0.0026651450898498297,-0.08376193046569824,0.16184969246387482,0.1826086938381195,0.14532871544361115
pkt_loss_low-f1-c_dl-itr_2,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2482250550444687,0.4483221727453436,0.5081382393836975,0.4868665337562561,0.5279626250267029,0.42553189396858215,0.43478259444236755,0.4166666567325592
pkt_delay_low-f1-u_dl-itr_2,Network Latency,F1-c interface,1.0,1.0,1.0,0.0,0.0,0.0,0.05789581157285004,0.2077682359570425,-0.06166490539908409,-0.009431302547454834,-0.1161797046661377,0.13851352035999298,0.14041095972061157,0.1366666704416275
pkt_delay_medium-e2_upstream-itr_5,Network Latency,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.030541763273473466,0.20473042374509046,-0.03419844061136246,0.08499068021774292,-0.15105798840522766,0.1555153876543045,0.17131474614143372,0.1423841118812561
pkt_loss_100-f1-u_dl-itr_5,Network Latency,F1-u interface,0.0,0.0,0.0,1.0,1.0,1.0,0.012450183768385891,0.19232688103056755,0.006626377813518047,0.015853261575102806,-0.005784808192402124,0.13120000064373016,0.122023805975914,0.14186851680278778
pkt_loss_low-e2_upstream-itr_1,Network Latency,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.12660779399758437,0.4352944644074574,0.3446313440799713,0.3479655683040619,0.33917179703712463,0.3226950168609619,0.2757575809955597,0.3888888955116272
pkt_loss_medium-a1_downstream-itr_2,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.1970017277437786,0.43435999877572734,0.5357608199119568,0.5448304414749146,0.525216281414032,0.3836017847061157,0.395770400762558,0.37215909361839294
pkt_loss_high-f1-c_dl-itr_1,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.9555529278660824,0.9756075857194482,0.9652407169342041,0.9654628038406372,0.9649056196212769,0.9806451797485352,0.9870129823684692,0.9743589758872986
pkt_loss_low-f1-u_dl-itr_4,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.18867156797150236,0.41747280008194493,0.533315896987915,0.5344952940940857,0.5306194424629211,0.3562091588973999,0.33746129274368286,0.3771626353263855
pkt_delay_high-f1-u_dl-itr_4,Network Latency,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.24756314563619322,0.44336213216133674,0.5119591355323792,0.5080186128616333,0.5143145322799683,0.3570300042629242,0.33933934569358826,0.3766666650772095
pkt_loss_high-f1-u_dl-itr_5,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.15755052514607135,0.388059141865883,0.5091462135314941,0.5064511299133301,0.5102445483207703,0.32764506340026855,0.3232323229312897,0.3321799337863922
pkt_loss_low-f1-u_dl-itr_2,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.17464634402002235,0.39268160856223405,0.5109006762504578,0.5228520035743713,0.4974178075790405,0.3642495572566986,0.3552631437778473,0.37370243668556213
pkt_delay_low-f1-c_dl-itr_3,Network Latency,F1-u interface,1.0,1.0,1.0,0.0,0.0,0.0,0.0019653088789422005,0.15720094432001194,-0.002634235192090273,-0.02006888948380947,0.011637531220912933,0.07407407462596893,0.04987531155347824,0.14388489723205566
pkt_delay_high-a1_downstream-itr_2,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2595578971963465,0.4434989896037463,0.4868641495704651,0.5048214197158813,0.46736785769462585,0.3873744606971741,0.38243627548217773,0.39244186878204346
pkt_loss_low-a1_downstream-itr_4,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2517482983622041,0.4908385202529657,0.5444101095199585,0.5525485277175903,0.5348185300827026,0.4258992671966553,0.4314868748188019,0.4204545319080353
pkt_delay_low-f1-u_dl-itr_4,Network Latency,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.014351744854334332,0.22656146728354273,-0.01471131481230259,0.02676146663725376,-0.058739468455314636,0.15015974640846252,0.14417177438735962,0.15666666626930237
pkt_loss_high-e2_upstream-itr_5,Network Latency,E2 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.28159546272922475,0.5616240562819692,0.5060372948646545,0.49595046043395996,0.5145472884178162,0.4552239179611206,0.4039735198020935,0.5213675498962402
pkt_delay_medium-f1-u_dl-itr_5,Network Latency,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.25678075728637184,0.44628366034597206,0.5398740768432617,0.5410361289978027,0.537216067314148,0.41233766078948975,0.40189874172210693,0.4233333468437195
pkt_loss_high-f1-c_dl-itr_4,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2943153341808863,0.4983481381585808,0.6029587388038635,0.6011599898338318,0.6034657955169678,0.48813557624816895,0.5179855823516846,0.4615384638309479
